chapter,sentence,title
Chapter 86. The Trial,"The editor was reading, with apparent delight, a leading article in the same paper on beet-sugar, probably a composition of his own.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"“Ah, pardieu!” said Beauchamp, “with the paper in your hand, my friend, I need not tell you the cause of my visit.” “Are you interested in the sugar question?” asked the editor of the ministerial paper.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"“No,” replied Beauchamp, “I have not considered the question; a totally different subject interests me.” “What is it?” “The article relative to Morcerf.” “Indeed?",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Is it not a curious affair?” “So curious, that I think you are running a great risk of a prosecution for defamation of character.” “Not at all; we have received with the information all the requisite proofs, and we are quite sure M. de Morcerf will not raise his voice against us; besides, it is rendering a service to one’s country to denounce these wretched criminals who are unworthy of the honor bestowed on them.” Beauchamp was thunderstruck.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"“Who, then, has so correctly informed you?” asked he; “for my paper, which gave the first information on the subject, has been obliged to stop for want of proof; and yet we are more interested than you in exposing M. de Morcerf, as he is a peer of France, and we are of the opposition.” “Oh, that is very simple; we have not sought to scandalize.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,This news was brought to us.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"A man arrived yesterday from Yanina, bringing a formidable array of documents; and when we hesitated to publish the accusatory article, he told us it should be inserted in some other paper.” Beauchamp understood that nothing remained but to submit, and left the office to despatch a courier to Morcerf.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"But he had been unable to send to Albert the following particulars, as the events had transpired after the messenger’s departure; namely, that the same day a great agitation was manifest in the House of Peers among the usually calm members of that dignified assembly.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Everyone had arrived almost before the usual hour, and was conversing on the melancholy event which was to attract the attention of the public towards one of their most illustrious colleagues.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Some were perusing the article, others making comments and recalling circumstances which substantiated the charges still more.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,The Count of Morcerf was no favorite with his colleagues.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Like all upstarts, he had had recourse to a great deal of haughtiness to maintain his position.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"The true nobility laughed at him, the talented repelled him, and the honorable instinctively despised him.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"He was, in fact, in the unhappy position of the victim marked for sacrifice; the finger of God once pointed at him, everyone was prepared to raise the hue and cry.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,The Count of Morcerf alone was ignorant of the news.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"He did not take in the paper containing the defamatory article, and had passed the morning in writing letters and in trying a horse.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"He arrived at his usual hour, with a proud look and insolent demeanor; he alighted, passed through the corridors, and entered the house without observing the hesitation of the door-keepers or the coolness of his colleagues.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,40194m Business had already been going on for half an hour when he entered.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Everyone held the accusing paper, but, as usual, no one liked to take upon himself the responsibility of the attack.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"At length an honorable peer, Morcerf’s acknowledged enemy, ascended the tribune with that solemnity which announced that the expected moment had arrived.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,There was an impressive silence; Morcerf alone knew not why such profound attention was given to an orator who was not always listened to with so much complacency.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"The count did not notice the introduction, in which the speaker announced that his communication would be of that vital importance that it demanded the undivided attention of the House; but at the mention of Yanina and Colonel Fernand, he turned so frightfully pale that every member shuddered and fixed his eyes upon him.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Moral wounds have this peculiarity,—they may be hidden, but they never close; always painful, always ready to bleed when touched, they remain fresh and open in the heart.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"The article having been read during the painful hush that followed, a universal shudder pervaded the assembly, and immediately the closest attention was given to the orator as he resumed his remarks.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"He stated his scruples and the difficulties of the case; it was the honor of M. de Morcerf, and that of the whole House, he proposed to defend, by provoking a debate on personal questions, which are always such painful themes of discussion.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"He concluded by calling for an investigation, which might dispose of the calumnious report before it had time to spread, and restore M. de Morcerf to the position he had long held in public opinion.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,Morcerf was so completely overwhelmed by this great and unexpected calamity that he could scarcely stammer a few words as he looked around on the assembly.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"This timidity, which might proceed from the astonishment of innocence as well as the shame of guilt, conciliated some in his favor; for men who are truly generous are always ready to compassionate when the misfortune of their enemy surpasses the limits of their hatred.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"The president put it to the vote, and it was decided that the investigation should take place.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,The count was asked what time he required to prepare his defence.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,Morcerf’s courage had revived when he found himself alive after this horrible blow.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"“My lords,” answered he, “it is not by time I could repel the attack made on me by enemies unknown to me, and, doubtless, hidden in obscurity; it is immediately, and by a thunderbolt, that I must repel the flash of lightning which, for a moment, startled me.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Oh, that I could, instead of taking up this defence, shed my last drop of blood to prove to my noble colleagues that I am their equal in worth.” These words made a favorable impression on behalf of the accused.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"“I demand, then, that the examination shall take place as soon as possible, and I will furnish the house with all necessary information.” “What day do you fix?” asked the president.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"“Today I am at your service,” replied the count.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,The president rang the bell.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"“Does the House approve that the examination should take place today?” 40196m “Yes,” was the unanimous answer.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,A committee of twelve members was chosen to examine the proofs brought forward by Morcerf.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"The investigation would begin at eight o’clock that evening in the committee-room, and if postponement were necessary, the proceedings would be resumed each evening at the same hour.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Morcerf asked leave to retire; he had to collect the documents he had long been preparing against this storm, which his sagacity had foreseen.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Beauchamp related to the young man all the facts we have just narrated; his story, however, had over ours all the advantage of the animation of living things over the coldness of dead things.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Albert listened, trembling now with hope, then with anger, and then again with shame, for from Beauchamp’s confidence he knew his father was guilty, and he asked himself how, since he was guilty, he could prove his innocence.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,Beauchamp hesitated to continue his narrative.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,“What next?” asked Albert.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,“What next?,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"My friend, you impose a painful task on me.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Must you know all?” “Absolutely; and rather from your lips than another’s.” “Muster up all your courage, then, for never have you required it more.” Albert passed his hand over his forehead, as if to try his strength, as a man who is preparing to defend his life proves his shield and bends his sword.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"He thought himself strong enough, for he mistook fever for energy.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"“Go on,” said he.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,“The evening arrived; all Paris was in expectation.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,Many said your father had only to show himself to crush the charge against him; many others said he would not appear; while some asserted that they had seen him start for Brussels; and others went to the police-office to inquire if he had taken out a passport.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"I used all my influence with one of the committee, a young peer of my acquaintance, to get admission to one of the galleries.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"He called for me at seven o’clock, and, before anyone had arrived, asked one of the door-keepers to place me in a box.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"I was concealed by a column, and might witness the whole of the terrible scene which was about to take place.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"At eight o’clock all were in their places, and M. de Morcerf entered at the last stroke.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"He held some papers in his hand; his countenance was calm, and his step firm, and he was dressed with great care in his military uniform, which was buttoned completely up to the chin.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,His presence produced a good effect.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"The committee was made up of Liberals, several of whom came forward to shake hands with him.” Albert felt his heart bursting at these particulars, but gratitude mingled with his sorrow: he would gladly have embraced those who had given his father this proof of esteem at a moment when his honor was so powerfully attacked.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,“At this moment one of the door-keepers brought in a letter for the president.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"‘You are at liberty to speak, M. de Morcerf,’ said the president, as he unsealed the letter; and the count began his defence, I assure you, Albert, in a most eloquent and skilful manner.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"He produced documents proving that the Vizier of Yanina had up to the last moment honored him with his entire confidence, since he had interested him with a negotiation of life and death with the emperor.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"He produced the ring, his mark of authority, with which Ali Pasha generally sealed his letters, and which the latter had given him, that he might, on his return at any hour of the day or night, gain access to the presence, even in the harem.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Unfortunately, the negotiation failed, and when he returned to defend his benefactor, he was dead.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"‘But,’ said the count, ‘so great was Ali Pasha’s confidence, that on his death-bed he resigned his favorite mistress and her daughter to my care.’” Albert started on hearing these words; the history of Haydée recurred to him, and he remembered what she had said of that message and the ring, and the manner in which she had been sold and made a slave.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,“And what effect did this discourse produce?” anxiously inquired Albert.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"“I acknowledge it affected me, and, indeed, all the committee also,” said Beauchamp.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"“Meanwhile, the president carelessly opened the letter which had been brought to him; but the first lines aroused his attention; he read them again and again, and fixing his eyes on M. de Morcerf, ‘Count,’ said he, ‘you have said that the Vizier of Yanina confided his wife and daughter to your care?’—‘Yes, sir,’ replied Morcerf; ‘but in that, like all the rest, misfortune pursued me.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"On my return, Vasiliki and her daughter Haydée had disappeared.’—‘Did you know them?’—‘My intimacy with the pasha and his unlimited confidence had gained me an introduction to them, and I had seen them above twenty times.’ “‘Have you any idea what became of them?’—‘Yes, sir; I heard they had fallen victims to their sorrow, and, perhaps, to their poverty.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"I was not rich; my life was in constant danger; I could not seek them, to my great regret.’ The president frowned imperceptibly.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"‘Gentlemen,’ said he, ‘you have heard the Comte de Morcerf’s defence.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Can you, sir, produce any witnesses to the truth of what you have asserted?’—‘Alas, no, monsieur,’ replied the count; ‘all those who surrounded the vizier, or who knew me at his court, are either dead or gone away, I know not where.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"I believe that I alone, of all my countrymen, survived that dreadful war.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"I have only the letters of Ali Tepelini, which I have placed before you; the ring, a token of his good-will, which is here; and, lastly, the most convincing proof I can offer, after an anonymous attack, and that is the absence of any witness against my veracity and the purity of my military life.’ “A murmur of approbation ran through the assembly; and at this moment, Albert, had nothing more transpired, your father’s cause had been gained.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"It only remained to put it to the vote, when the president resumed: ‘Gentlemen and you, monsieur,—you will not be displeased, I presume, to listen to one who calls himself a very important witness, and who has just presented himself.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"He is, doubtless, come to prove the perfect innocence of our colleague.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Here is a letter I have just received on the subject; shall it be read, or shall it be passed over?",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"and shall we take no notice of this incident?’ M. de Morcerf turned pale, and clenched his hands on the papers he held.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,The committee decided to hear the letter; the count was thoughtful and silent.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,The president read: “‘Mr.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"President,—I can furnish the committee of inquiry into the conduct of the Lieutenant-General the Count of Morcerf in Epirus and in Macedonia with important particulars.’ “The president paused, and the count turned pale.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,The president looked at his auditors.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"‘Proceed,’ was heard on all sides.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,The president resumed: “‘I was on the spot at the death of Ali Pasha.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,I was present during his last moments.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,I know what is become of Vasiliki and Haydée.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"I am at the command of the committee, and even claim the honor of being heard.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"I shall be in the lobby when this note is delivered to you.’ “‘And who is this witness, or rather this enemy?’ asked the count, in a tone in which there was a visible alteration.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"‘We shall know, sir,’ replied the president.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"‘Is the committee willing to hear this witness?’—‘Yes, yes,’ they all said at once.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,The door-keeper was called.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,‘Is there anyone in the lobby?’ said the president.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"“‘Yes, sir.’—‘Who is it?’—‘A woman, accompanied by a servant.’ Everyone looked at his neighbor.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"‘Bring her in,’ said the president.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Five minutes after the door-keeper again appeared; all eyes were fixed on the door, and I,” said Beauchamp, “shared the general expectation and anxiety.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Behind the door-keeper walked a woman enveloped in a large veil, which completely concealed her.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"It was evident, from her figure and the perfumes she had about her, that she was young and fastidious in her tastes, but that was all.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"The president requested her to throw aside her veil, and it was then seen that she was dressed in the Grecian costume, and was remarkably beautiful.” “Ah,” said Albert, “it was she.” “Who?” “Haydée.” “Who told you that?” “Alas, I guess it.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"But go on, Beauchamp.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,You see I am calm and strong.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,And yet we must be drawing near the disclosure.” “M.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"de Morcerf,” continued Beauchamp, “looked at this woman with surprise and terror.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,Her lips were about to pass his sentence of life or death.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"To the committee the adventure was so extraordinary and curious, that the interest they had felt for the count’s safety became now quite a secondary matter.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,The president himself advanced to place a seat for the young lady; but she declined availing herself of it.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"As for the count, he had fallen on his chair; it was evident that his legs refused to support him.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"“‘Madame,’ said the president, ‘you have engaged to furnish the committee with some important particulars respecting the affair at Yanina, and you have stated that you were an eyewitness of the event.’—‘I was, indeed,’ said the stranger, with a tone of sweet melancholy, and with the sonorous voice peculiar to the East.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"“‘But allow me to say that you must have been very young then.’—‘I was four years old; but as those events deeply concerned me, not a single detail has escaped my memory.’—‘In what manner could these events concern you?",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"and who are you, that they should have made so deep an impression on you?’—‘On them depended my father’s life,’ replied she.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"‘I am Haydée, the daughter of Ali Tepelini, pasha of Yanina, and of Vasiliki, his beloved wife.’ 40202m “The blush of mingled pride and modesty which suddenly suffused the cheeks of the young woman, the brilliancy of her eye, and her highly important communication, produced an indescribable effect on the assembly.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"As for the count, he could not have been more overwhelmed if a thunderbolt had fallen at his feet and opened an immense gulf before him.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"“‘Madame,’ replied the president, bowing with profound respect, ‘allow me to ask one question; it shall be the last: Can you prove the authenticity of what you have now stated?’ “‘I can, sir,’ said Haydée, drawing from under her veil a satin satchel highly perfumed; ‘for here is the register of my birth, signed by my father and his principal officers, and that of my baptism, my father having consented to my being brought up in my mother’s faith,—this latter has been sealed by the grand primate of Macedonia and Epirus; and lastly (and perhaps the most important), the record of the sale of my person and that of my mother to the Armenian merchant El-Kobbir, by the French officer, who, in his infamous bargain with the Porte, had reserved as his part of the booty the wife and daughter of his benefactor, whom he sold for the sum of four hundred thousand francs.’ A greenish pallor spread over the count’s cheeks, and his eyes became bloodshot at these terrible imputations, which were listened to by the assembly with ominous silence.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"“Haydée, still calm, but with a calmness more dreadful than the anger of another would have been, handed to the president the record of her sale, written in Arabic.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"It had been supposed some of the papers might be in the Arabian, Romaic, or Turkish language, and the interpreter of the House was in attendance.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"One of the noble peers, who was familiar with the Arabic language, having studied it during the famous Egyptian campaign, followed with his eye as the translator read aloud: “‘I, El-Kobbir, a slave-merchant, and purveyor of the harem of his highness, acknowledge having received for transmission to the sublime emperor, from the French lord, the Count of Monte Cristo, an emerald valued at eight hundred thousand francs; as the ransom of a young Christian slave of eleven years of age, named Haydée, the acknowledged daughter of the late lord Ali Tepelini, pasha of Yanina, and of Vasiliki, his favorite; she having been sold to me seven years previously, with her mother, who had died on arriving at Constantinople, by a French colonel in the service of the Vizier Ali Tepelini, named Fernand Mondego.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"The above-mentioned purchase was made on his highness’s account, whose mandate I had, for the sum of four hundred thousand francs.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"“‘Given at Constantinople, by authority of his highness, in the year 1247 of the Hegira.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"“‘Signed, El-Kobbir.’ “‘That this record should have all due authority, it shall bear the imperial seal, which the vendor is bound to have affixed to it.’ “Near the merchant’s signature there was, indeed, the seal of the sublime emperor.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"A dreadful silence followed the reading of this document; the count could only stare, and his gaze, fixed as if unconsciously on Haydée, seemed one of fire and blood.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"‘Madame,’ said the president, ‘may reference be made to the Count of Monte Cristo, who is now, I believe, in Paris?’ “‘Sir,’ replied Haydée, ‘the Count of Monte Cristo, my foster-father, has been in Normandy the last three days.’ “‘Who, then, has counselled you to take this step, one for which the court is deeply indebted to you, and which is perfectly natural, considering your birth and your misfortunes?’—‘Sir,’ replied Haydée, ‘I have been led to take this step from a feeling of respect and grief.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Although a Christian, may God forgive me, I have always sought to revenge my illustrious father.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Since I set my foot in France, and knew the traitor lived in Paris, I have watched carefully.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"I live retired in the house of my noble protector, but I do it from choice.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"I love retirement and silence, because I can live with my thoughts and recollections of past days.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"But the Count of Monte Cristo surrounds me with every paternal care, and I am ignorant of nothing which passes in the world.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"I learn all in the silence of my apartments,—for instance, I see all the newspapers, every periodical, as well as every new piece of music; and by thus watching the course of the life of others, I learned what had transpired this morning in the House of Peers, and what was to take place this evening; then I wrote.’ 40204m “‘Then,’ remarked the president, ‘the Count of Monte Cristo knows nothing of your present proceedings?’—‘He is quite unaware of them, and I have but one fear, which is that he should disapprove of what I have done.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"But it is a glorious day for me,’ continued the young girl, raising her ardent gaze to heaven, ‘that on which I find at last an opportunity of avenging my father!’ “The count had not uttered one word the whole of this time.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"His colleagues looked at him, and doubtless pitied his prospects, blighted under the perfumed breath of a woman.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,His misery was depicted in sinister lines on his countenance.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,‘M.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"de Morcerf,’ said the president, ‘do you recognize this lady as the daughter of Ali Tepelini, pasha of Yanina?’—‘No,’ said Morcerf, attempting to rise, ‘it is a base plot, contrived by my enemies.’ Haydée, whose eyes had been fixed on the door, as if expecting someone, turned hastily, and, seeing the count standing, shrieked, ‘You do not know me?’ said she.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"‘Well, I fortunately recognize you!",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"You are Fernand Mondego, the French officer who led the troops of my noble father!",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,It is you who surrendered the castle of Yanina!,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"It is you who, sent by him to Constantinople, to treat with the emperor for the life or death of your benefactor, brought back a false mandate granting full pardon!",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"It is you who, with that mandate, obtained the pasha’s ring, which gave you authority over Selim, the fire-keeper!",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,It is you who stabbed Selim.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"It is you who sold us, my mother and me, to the merchant, El-Kobbir!",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Assassin, assassin, assassin, you have still on your brow your master’s blood!",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Look, gentlemen, all!’ “These words had been pronounced with such enthusiasm and evident truth, that every eye was fixed on the count’s forehead, and he himself passed his hand across it, as if he felt Ali’s blood still lingering there.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"‘You positively recognize M. de Morcerf as the officer, Fernand Mondego?’—‘Indeed I do!’ cried Haydée.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"‘Oh, my mother, it was you who said, “You were free, you had a beloved father, you were destined to be almost a queen.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,Look well at that man; it is he who raised your father’s head on the point of a spear; it is he who sold us; it is he who forsook us!,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Look well at his right hand, on which he has a large wound; if you forgot his features, you would know him by that hand, into which fell, one by one, the gold pieces of the merchant El-Kobbir!” I know him!",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Ah, let him say now if he does not recognize me!’ Each word fell like a dagger on Morcerf, and deprived him of a portion of his energy; as she uttered the last, he hid his mutilated hand hastily in his bosom, and fell back on his seat, overwhelmed by wretchedness and despair.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,This scene completely changed the opinion of the assembly respecting the accused count.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"“‘Count of Morcerf,’ said the president, ‘do not allow yourself to be cast down; answer.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,The justice of the court is supreme and impartial as that of God; it will not suffer you to be trampled on by your enemies without giving you an opportunity of defending yourself.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,Shall further inquiries be made?,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,Shall two members of the House be sent to Yanina?,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,Speak!’ Morcerf did not reply.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,Then all the members looked at each other with terror.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"They knew the count’s energetic and violent temper; it must be, indeed, a dreadful blow which would deprive him of courage to defend himself.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,They expected that his stupefied silence would be followed by a fiery outburst.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"‘Well,’ asked the president, ‘what is your decision?’ 40206m “‘I have no reply to make,’ said the count in a low tone.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,“‘Has the daughter of Ali Tepelini spoken the truth?’ said the president.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"‘Is she, then, the terrible witness to whose charge you dare not plead “Not guilty”?",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Have you really committed the crimes of which you are accused?’ The count looked around him with an expression which might have softened tigers, but which could not disarm his judges.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Then he raised his eyes towards the ceiling, but withdrew then, immediately, as if he feared the roof would open and reveal to his distressed view that second tribunal called heaven, and that other judge named God.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"Then, with a hasty movement, he tore open his coat, which seemed to stifle him, and flew from the room like a madman; his footstep was heard one moment in the corridor, then the rattling of his carriage-wheels as he was driven rapidly away.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"‘Gentlemen,’ said the president, when silence was restored, ‘is the Count of Morcerf convicted of felony, treason, and conduct unbecoming a member of this House?’—‘Yes,’ replied all the members of the committee of inquiry with a unanimous voice.",THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,“Haydée had remained until the close of the meeting.,THE COUNT OF MONTE CRISTO
Chapter 86. The Trial,"She heard the count’s sentence pronounced without betraying an expression of joy or pity; then drawing her veil over her face she bowed majestically to the councillors, and left with that dignified step which Virgil attributes to his goddesses.”",THE COUNT OF MONTE CRISTO
Chapter 87. The Challenge,"Then,” continued Beauchamp, “I took advantage of the silence and the darkness to leave the house without being seen.",THE COUNT OF MONTE CRISTO
Chapter 87. The Challenge,"The usher who had introduced me was waiting for me at the door, and he conducted me through the corridors to a private entrance opening into the Rue de Vaugirard.",THE COUNT OF MONTE CRISTO
Chapter 87. The Challenge,I left with mingled feelings of sorrow and delight.,THE COUNT OF MONTE CRISTO
Chapter 87. The Challenge,"Excuse me, Albert,—sorrow on your account, and delight with that noble girl, thus pursuing paternal vengeance.",THE COUNT OF MONTE CRISTO
Chapter 87. The Challenge,"Yes, Albert, from whatever source the blow may have proceeded—it may be from an enemy, but that enemy is only the agent of Providence.” Albert held his head between his hands; he raised his face, red with shame and bathed in tears, and seizing Beauchamp’s arm: “My friend,” said he, “my life is ended.",THE COUNT OF MONTE CRISTO
Chapter 87. The Challenge,"I cannot calmly say with you, ‘Providence has struck the blow;’ but I must discover who pursues me with this hatred, and when I have found him I shall kill him, or he will kill me.",THE COUNT OF MONTE CRISTO
